Title,Salary,Company,Contract,Location,Sector,Url,Date,Description,Duration,Keyword,Site
stage 6 mois – data science h/f,"Salaire :
Non spécifié",SANOFI,Stage,Vitry-sur-Seine,Pharmaceutique / Biotechnologique,https://www.welcometothejungle.com/fr/companies/sanofi/jobs/stage-6-mois-data-science-h-f_vitry-sur-seine?q=64b4a1a6a2751b96f5f9a30befe8a528&o=75313d55-7d6f-41d7-8b8e-47a58a83105c,2024/01/19,"Titre de l’offre :stage 6 mois – data science h/flocalisation : Vitry-sur-Seine à partir de : mars 2024Rejoindre Sanofi :Toujours progresser Découvrir l’extraordinaire Le progrès est à portée de main. Pour de meilleurs médicaments, de meilleurs résultats, une science toujours plus innovante. Mais on n’avance jamais seul – il faut des personnes aux parcours différents, venant d’horizons diversifiés, exerçant des fonctions complémentaires, toutes unies par le même désir de faire des miracles. Alors soyons ces personnes-là. Regardez notre vidéo ALL IN et découvrez nos actions en matière de diversité, d'équité et d'inclusion sur sanofi.com et sur Ensemble, construisons la santé de demain - Sanofi France   Dans ce contexte, nous recherchons, pour notre équipe Data Science, un stagiaire qui participera au développement d'une application pour la caractérisation des procédés.",Undetermined,data science,Welcome to the Jungle
Data Sciencist F/H/NB,"Salaire :
Non spécifié",CEGID,CDI,Lyon,"Logiciels, IT / Digital, SaaS / Cloud Services",https://www.aplitrak.com/?adid=RnJhbmNlLjM2OTk4LjkzODBAY2VnaWQuYXBsaXRyYWsuY29t,2024/01/18,"Nous sommes à la recherche d'un Ingénieur Data motivé et qualifié pour rejoindre notre équipe dynamique et jouer un rôle clé dans la construction et la maintenance de notre plateforme de données avancée.ResponsabilitésCollaborer avec des équipes pluridisciplinaires pour comprendre les besoins en données et concevoir des solutions évolutives.Développer et maintenir des pipelines ETL en utilisant des outils tels que Azure Data Factory ou des outils similaires.Mettre en oeuvre une architecture de micro-services pour le traitement et le stockage des données, garantissant des performances élevées et une fiabilité optimale.Déployer et gérer des applications sur des clusters Kubernetes (k8s) pour une performance et une évolutivité optimales.Utiliser les services cloud Azure pour concevoir, construire et maintenir une plateforme de données robuste et évolutive.Travailler avec les pratiques DevOps, de préférence sur Azure DevOps, pour automatiser les processus de déploiement et assurer une intégration et une livraison continues.Exploiter Databricks pour le traitement et l'analyse des données, optimisant les flux de travail pour plus d'efficacité.Appliquer les connaissances en Spark pour améliorer les capacités et les performances du traitement des données.Collaborer avec les data scientists et les ingénieurs en apprentissage automatique pour mettre en oeuvre les meilleures pratiques MLOps et intégrer les modèles d'apprentissage automatique dans la plateforme de données.Surveiller et optimiser les performances de la plateforme de données, résoudre les problèmes et garantir la qualité et l'intégrité des données.Le candidat idéal devrait avoir une solide expérience en Python, bases de données relationnelles, architecture de micro-services, déploiement Kubernetes (k8s), et posséder une compréhension approfondie des technologies cloud, en particulier Azure.",Undetermined,data science,Welcome to the Jungle
Data scientist,"Salaire :
Non spécifié",SOCIÉTÉ GÉNÉRALE,Stage,Puteaux,"Banque, FinTech / InsurTech, Finance",https://www.welcometothejungle.com/fr/companies/societe-generale/jobs/data-scientist_puteaux_SG_RgGgoZe?q=64b4a1a6a2751b96f5f9a30befe8a528&o=43c2a85a-3f47-4b02-b044-183bd5c9eff2,2024/01/18,"Vous savez « faire parler » les données pour créer de la valeur ? Le monde de la donnée vous intéresse et vous passionne ? Rejoignez-nous !Au sein de l'Inspection Générale et de l'Audit (IGAD) intégrez le Data Lab en qualité de ""Data Scientist "" stagiaire.A ce titre, vous participerez à des projets plus opérationnels via des missions de l'Inspection Générale ou de l'Audit sur divers périmètres (Banque de Détail, Banque d'Investissement, IT, etc.).Vous pourrez également participer à des projets transverses opérationnels traitant, de Data Science et de Data Analytics, de leur application au contrôle interne ainsi que de leur automatisation. Les LLM (Large Language Models) la sécurité financière, la théorie des graphes appliquée aux thématiques bancaires tout comme la vision par ordinateur sont des exemples de sujets qui pourront être abordés.Concrètement, vous serez amené(e) à :Comprendre les besoins du projet que vous aurez à mener pour les traduire en termes de problématiques ""Data"" et proposer des solutions opérationnellesIdentifier et Participer à la collecte les données requises, en conformité avec les règles de sécurité de l'informationMener des travaux Data Science et/ou Data Analytics en accord avec les besoins du projet et participer à leur automatisation potentielle",6 mois,data science,Welcome to the Jungle
STAGE - Ingénieur Logiciel - Création d'un mode d'alertes au service de la supply chain managée (data science) - H/F,"Salaire :
Non spécifié",THALES,Stage,Gennevilliers,"Logiciels, Cybersécurité, Aéronautique / Spatiale",https://thales.wd3.myworkdayjobs.com/Careers/job/Gennevilliers/STAGE---Ingnieur-Logiciel---Cration-d-un-mode-d-alertes-au-service-de-la-supply-chain-manage--data-science----H-F_R0231718/apply?source=jungle,2024/01/18,"QUI SOMMES-NOUS ?Thales propose des systèmes d’information et de communication sécurisés et interopérables pour les forces armées, les forces de sécurité et les opérateurs d’importance vitale. Ces activités, qui regroupent radiocommunications, réseaux, systèmes de protection, systèmes d’information critiques et cybersécurité, répondent aux besoins de marchés où l’utilisation des nouvelles technologies numériques est déterminante. Thales intervient tout au long de la chaîne de valeur, des équipements aux systèmes en passant par le soutien logistique et les services associés.Le site de Gennevilliers est le cœur des activités de conception, et de développement et de soutien des produits et solutions de radiocommunications des Armées, des systèmes de réseaux d’infrastructures résilients et de communications par satellite, et ainsi que des solutions de cybersécurité.QUI ETES-VOUS ?De formation ingénieur Logiciel (BAC+5) etvous recherchez un stage de fin d'étude de 6 mois ?Compétences / Connaissances souhaitées- Connaissances en Data Science et Python (une expérience avec Dataiku et/ou Kibana est un plus)- Capacités d’analyse, de formalisation et de synthèse",Undetermined,data science,Welcome to the Jungle
STAGE - Data Analyst - F/H,"Salaire :
Non spécifié",THALES,Stage,Moirans,"Logiciels, Cybersécurité, Aéronautique / Spatiale",https://www.welcometothejungle.com/fr/companies/thales/jobs/stagiaire-data-analyst_moirans?q=64b4a1a6a2751b96f5f9a30befe8a528&o=6b5c5ab1-8ce3-4754-b67f-ff393e522511,2024/01/18,"QUI SOMMES-NOUS ?Thales est un leader mondial des hautes technologies comptant plus de 81 000 collaborateurs présents sur tous les continents. Le Groupe investit dans les innovations du numérique et de la « deep tech » – big data, intelligence artificielle, connectivité, cybersécurité et quantique – pour construire un avenir de confiance, essentiel au développement de nos sociétés, en plaçant l’humain au cœur des décisions.Thales propose des solutions, services et produits qui aident ses clients – entreprises, organisations, Etats – dans cinq grands marchés vitaux pour le fonctionnement de nos sociétés : identité et sécurité numériques, défense, aéronautique, espace, et transport.Trixell, co-entreprise née il y a 25 ans entre Thales, Philips Healthcare et Siemens Healthineers, est le seul producteur européen de détecteurs numériques à rayons X. A Moirans, se situent sur un même site, l’usine de production, les bureaux d’étude et le support client des détecteurs d’imagerie radiologique. Trixell développe les technologies disruptives de demain en collaboration avec les instituts de recherche fondamentale de la région Grenobloise ainsi qu’avec ses partenaires partout dans le monde. Nos équipes passionnées travaillent en étroite collaboration avec Thales qui propose les logiciels de traitement d’images associés à chacun de nos produits pour offrir ensemble une qualité d’image exceptionnelle.",Undetermined,data science,Welcome to the Jungle
Responsable Projet Data F/H,"Salaire :
Non spécifié",THALES,CDI,Élancourt,"Logiciels, Cybersécurité, Aéronautique / Spatiale",https://thales.wd3.myworkdayjobs.com/Careers/job/Elancourt/Responsable-Projet-Data-F-H_R0237957-1/apply?source=jungle,2024/01/18,"QUI SOMMES-NOUS ?L’activité Systèmes terrestres et aériens conçoit des systèmes, des équipements, des capteurs et des services pour le contrôle du trafic aérien civil et militaire, la défense aérienne ainsi que le combat naval et terrestre.Le site d’Élancourt rassemble la totalité des moyens de développement, d’intégration et de tests des activités optroniques, électroniques de missiles et lasers intenses de Thales en France. Plus de 1 700 collaborateurs fournissent des équipements et systèmes qui apportent des avantages opérationnels décisifs lors des opérations terrestres, navales et aériennes, à tout moment de la journée, sous tous les climats, dans tous les environnements.QUI ETES VOUS ?De formation Bac+5 (ingénieur ou universitaire), vous avez au moins 5 ans d’expérience comme data Engineer.Vous avez une expérience en pilotage de projet informatique ainsi que de maintien en condition opérationnel d’application.Durant votre parcours professionnel, vous avez su prouver votre expression orale claire et votre adaptation à l’auditoire concerné. Vous savez également rédiger clairement des documents techniques y compris à destination du client.Le poste pouvant nécessiter d'accéder à des informations relevant du secret de la défense nationale, la personne retenue fera l'objet d'une procédure d’habilitation, conformément aux dispositions des articles R.2311-1 et suivants du Code de la défense et de l’IGI 1300 SGDSN/PSE du 09 août 2021.",Undetermined,data science,Welcome to the Jungle
Data Scientist - Industrie F/H,"Salaire :
Non spécifié",THALES,CDI,Paris,"Logiciels, Cybersécurité, Aéronautique / Spatiale",https://thales.wd3.myworkdayjobs.com/Careers/job/Paris/Data-Scientist---Industrie-F-H_R0235734/apply?source=jungle,2024/01/18,"QUI SOMMES-NOUS ?Thales Digital Factory s’inscrit dans le programme de transformation de Thales qui a pour ambition de devenir un acteur incontournable et exemplaire du digital, et ce dans l’ensemble de ses marchés. Notre mission consiste à accélérer la transition numérique du Groupe Thales en s'aventurant dans de nouveaux modes de travail et de décision. Notre stratégie s’articule autour de 6 valeurs : Responsabilisation, Orientée sur la donnée, Centrée sur l’utilisateur, Collaboration, Amélioration continue et Culture de l’échec. Nos bureaux se répartissent de Paris à Singapour en passant par Montréal au cœur d'écosystèmes innovants. Thales Digital Factory se distingue également grâce à son incubateur qui accompagne des start-ups internes et externes, ses plateformes digitales, son centre d’excellence Cloud et le développement de MVP, porteurs d’innovation pour l’offre digitale du Groupe et de nos clients.Le Data Studio :L’équipe du Data Studio contribue projet après projet à la transformation Data & IA de tout Thales. En relation avec toutes les entités business et fonctions de Thales, cette équipe développe et industrialise des solutions embarquant du machine learning, pour tout type de cas d’usage, d’utilisateurs et d’environnements technologiques. L’équipe intervient pendant tout le cycle de vie du projet, incluant également la qualification des opportunités à travers l’axe technique et le potentiel de valeur associé. ",Undetermined,data science,Welcome to the Jungle
Senior Data Scientist - H/F,"Salaire :
Non spécifié",THALES,CDI,Gennevilliers,"Logiciels, Cybersécurité, Aéronautique / Spatiale",https://thales.wd3.myworkdayjobs.com/Careers/job/Gennevilliers/Senior-Data-Scientist---H-F_R0227893/apply?source=jungle,2024/01/18,"QUI SOMMES-NOUS ?Thales propose des systèmes d’information et de communication sécurisés et interopérables pour les forces armées, les forces de sécurité et les opérateurs d’importance vitale. Ces activités, qui regroupent radiocommunications, réseaux, systèmes de protection, systèmes d’information critiques et cybersécurité, répondent aux besoins de marchés où l’utilisation des nouvelles technologies numériques est déterminante. Thales intervient tout au long de la chaîne de valeur, des équipements aux systèmes en passant par le soutien logistique et les services associés.Le site de Gennevilliers est le cœur des activités de conception, et de développement et de soutien des produits et solutions de radiocommunications des Armées, des systèmes de réseaux d’infrastructures résilients et de communications par satellite, et ainsi que des solutions de cybersécurité.Dans le cadre du développement de nos activités, nous recherchons un Data Scientist Senior – F/H, basé à Gennevilliers. Il interviendra sur des projets d'envergure internationale.QUI ETES-VOUS ?Vous êtes issu de formation Bac + 5 ou d’une école d’Ingénieur, et vous avez une expérience confirmée à un poste similaire ?Vous avez une solide formation en mathématiques appliquées, statistique ou informatique.Le poste pouvant nécessiter d'accéder à des informations relevant du secret de la défense nationale, la personne retenue fera l'objet d'une procédure d’habilitation, conformément aux dispositions des articles R.2311-1 et suivants du Code de la défense et de l’IGI 1300 SGDSN/PSE du 09 août 2021.",Undetermined,data science,Welcome to the Jungle
Ingénieur Service Client - Data Manager (F/H),"Salaire :
Non spécifié",THALES,CDI,Brest,"Logiciels, Cybersécurité, Aéronautique / Spatiale",https://thales.wd3.myworkdayjobs.com/Careers/job/Brest/Ingnieur-Service-Client---Data-Manager--F-H-_R0240564-1/apply?source=jungle,2024/01/18,"QUI SOMMES-NOUS ?Du développement à l’intégration en passant par la réparation et le maintien en condition opérationnelle, le site de Brest couvre l’ensemble du cycle de vie de systèmes et équipements de patrouille et surveillance maritimes, de guerre électronique navale, aéroportée et terrestre ainsi que des systèmes sonars pour chasseurs de mines et produits acoustiques pour la lutte sous-marine aéroportée (sonars trempés et systèmes de traitement de bouées).QUI ETES-VOUS ?Vous avez une formation Bac+5 de type Ingénieur ou équivalent et vous justifiez d’une première expérience réussie (Stage, alternance ou autre) sur un poste avec des missions similaires dans le domaine de l’industrie et du service client ?Vous êtes un utilisateur averti de SAP ? Plus généralement, vous êtes à l'aise avec l'outil informatique (Excel notamment) et la connaissance de Palma, serait un plus.Vous avez des connaissances dans le domaine de la  supply chain, des méthodes ou du contrôle de gestion ?Vous avez le sens des priorités et une bonne capacité d’analyse ainsi qu'un fort esprit d’équipe et êtes force de proposition ?Le poste pouvant nécessiter d'accéder à des informations relevant du secret de la défense nationale, la personne retenue fera l'objet d'une procédure d’habilitation, conformément aux dispositions des articles R.2311-1 et suivants du Code de la défense et de l’IGI 1300 SGDSN/PSE du 09 août 2021.",Undetermined,data science,Welcome to the Jungle
Senior Data Scientist - Deep Learning (x/f/m),"Salaire :
Non spécifié",DOCTOLIB,CDI,Levallois-Perret,"Application mobile, Logiciels, SaaS / Cloud Services, Santé",https://boards.greenhouse.io/doctolib/jobs/5802415003?gh_src=6a70e43a3,2024/01/18,"At Doctolib, we're on a mission to transform the way healthcare is delivered by leveraging the power of AI. As a Data Scientist, you'll play a critical role in developing and implementing cutting-edge AI solutions that will enable us to create an AI medical assistant that will support the Healthcare Professionals in their day to day job.In this role, you'll have the opportunity to work with a team of talented data scientists, software engineers, machine learning engineers and healthcare professionals to develop and deploy AI models that will have a real impact on people's lives.Doctolib is looking for a Senior Data Scientist to join our dedicated feature team in charge of shaping the new consultation experience powered by a medical assistant.Let’s make a direct impact of your work with easy access to final users (practitioners) or subject matter experts to empower our Clinical Product with AI.Your responsibilities include but are not limited to:Create, find or adapt model architecture, annotation or validation strategies to improve our speech recognition, summarization and medical data structuration enginesImplement your ideas and test them",Undetermined,data science,Welcome to the Jungle
Senior Data Scientist - Medical NLP Expert (x/f/m),"Salaire :
Non spécifié",DOCTOLIB,CDI,Levallois-Perret,"Application mobile, Logiciels, SaaS / Cloud Services, Santé",https://boards.greenhouse.io/doctolib/jobs/5813556003?gh_src=6a70e43a3,2024/01/18,"What you’ll doAt Doctolib, we're on a mission to transform the way healthcare is delivered by leveraging the power of AI. As a Data Scientist, you'll play a critical role in developing and implementing cutting-edge AI solutions that will enable us to create an AI medical assistant that will support the Healthcare Professionals in their day to day job.In this role, you'll have the opportunity to work with a team of talented data scientists, software engineers, machine learning engineers and healthcare professionals to develop and deploy AI models that will have a real impact on people's lives.Doctolib is looking for a Senior Data Scientist to join our dedicated feature team in charge of shaping the new consultation experience powered by a medical assistant.Let’s make a direct impact of your work with easy access to final users (practitioners) or subject matter experts to empower our Clinical Product with AI.Your responsibilities include but are not limited to:Create, find or adapt model architecture to improve our medical data structuration enginesImplement your ideas and test them",Undetermined,data science,Welcome to the Jungle
Data Scientist,"Salaire :
Non spécifié",BACK MARKET,CDI,Paris,E-commerce,https://jobs.lever.co/backmarket/a2e8fe7b-a2d9-433b-a3f0-f31b63dc9e4e/apply?lever-source=WTTJ,2024/01/18,"Back Market is the world’s leading refurbished electronics marketplace with a team of 650 people, powering operations in 21 countries (and counting!).Named one of the World's Most Innovative Companies by Fast Company in 2019 and again in 2021, our mission is simple: empowering people to consume tech sustainably by offering folks a high quality, accessible, and more eco-friendly alternative to buying new electronics. Why? Refurbished tech helps lower our collective environmental impact. We have indeed contributed to avoid the production of more than 1,000,000 tons of CO2e worldwide since our launch in 2014.Be part of an exciting and growing international adventure that will change the way the world consumes tech.As part of the Bureau of Technology, your mission will be to design, build, and industrialize AI-driven solutions to improve our marketplace. You will join our BackBox team which serves as our Data Science & ML incubator where we explore new AI use cases and industrialize the most promising ones. Your first focus will be on enhancing our customer claims management where you will be able to leverage our ML and genAI platforms. Other use cases can range from developing algorithms to improve our product catalog or better predict the technical issues on the items we sell.Here some insights on what we are currently doing:",Undetermined,data science,Welcome to the Jungle
Data Science & Machine Learning Intern,"Salaire :
Non spécifié",BACK MARKET,Stage,Paris,E-commerce,https://jobs.lever.co/backmarket/7f752095-9c94-4d25-be3f-3e2460620762/apply?lever-source=WTTJ,2024/01/18,"Back Market is the world’s leading refurbished electronics marketplace with a team of 650 people, powering operations in 21 countries (and counting!).Named one of the World's Most Innovative Companies by Fast Company in 2019 and again in 2021, our mission is simple: empowering people to consume tech sustainably by offering folks a high quality, accessible, and more eco-friendly alternative to buying new electronics. Why? Refurbished tech helps lower our collective environmental impact. We have indeed contributed to avoid the production of more than 1,000,000 tons of CO2e worldwide since our launch in 2014.Be part of an exciting and growing international adventure that will change the way the world consumes tech.Join our Bureau of Technology as an intern and become a part of the innovative BackBox team. Our team is the Data Science & Machine Learning incubator that spearheads the exploration and industrialization of cutting-edge AI use cases. We are dedicated to pushing the boundaries of technology to enhance our business operations and customer experience.The Data Science Intern will be immersed in a dynamic environment where they will tackle a variety of projects with the potential to significantly impact our business.Your mission (If You Accept It):",Undetermined,data science,Welcome to the Jungle
Adot - Data Scientist,"Salaire :
Non spécifié",VEEPEE,CDI,Saint-Denis,"Application mobile, E-commerce",https://jobs.lever.co/veepee/ea593e7f-caf4-4093-8d5f-98c2494c7cf6/apply?lever-origin=applied&lever-source%5B%5D=wttj,2024/01/18,"The vente-privee group has consolidated its various European brands, together made up of 6000 employees, under one unified conglomerate: Veepee.With Privalia, vente-exclusive, Designer & Friends, Eboutic and vente-privee, Veepee achieved a 3.7 billion Euro turnover as of 2018. Present in 14 countries now, Veepee is taking a leading role in the European digital commerce landscape.Adot, filiale de veepee, est une solution marketing, possédant un DSP propriétaire permettant à ses clients (annonceurs) de diffuser de façon ciblée leurs campagnes publicitaires. Grâce à notre DMP propriétaire nous utilisons aussi nos données pour réaliser des études marketing.📄 DESCRIPTIONEn tant que Data Scientist chez Adot, tu rejoindras une équipe pluridisciplinaire de Data Scientists, Data Engineers, Data Analysts et BI Analysts de 8 personnes au total occupant une place centrale dans l’entreprise.Ta mission sera de développer, déployer, et maintenir notre suite d’algorithmes et pipelines utilisés pour de nombreux sujets autour de la publicité en ligne, tels que de la classification multi-labels, de la connaissance utilisateurs, ou des enchères automatiques en temps réel; le tout dans un environnement Big Data très challengeant en terme de volumétrie (10To/jour) et latence.",Undetermined,data science,Welcome to the Jungle
Head CMC Data Science - VCDS - All gender,"Salaire :
Non spécifié",SANOFI,CDI,Marcy-l'Étoile,Pharmaceutique / Biotechnologique,https://fr.jobs.sanofi.com/emploi/marcy-l-etoile/head-cmc-data-science-vcds-all-gender/20874/56061073248?source=welcometothejungle,2024/01/18,"Le contenu du poste est libellé en anglais car il nécessite de nombreuses interactions à l’international, l'anglais étant la langue de travail.  About the jobLocation : France (Marcy l'Etoile)50% Remote working and 5% of travel expectedJob type: Permanent, Full time,Sanofi VaccinesSanofi's global vaccines business unit partners with the public health, medical and scientific communities to improve access to life-protecting vaccines and increase vaccination coverage, while striving to develop new and improved vaccines to enhance health and well-being.At Sanofi, we chase the miracles of science to improve people’s lives.  We believe our cutting-edge science and manufacturing, fueled by data and digital technologies, have the potential to transform the practice of medicine, turning the impossible into possible for millions of people. Position Summary:",Undetermined,data science,Welcome to the Jungle
Data Scientist / AI Vision,"Salaire :
Non spécifié",STEREOLABS,CDI,Paris,"Logiciels, Intelligence artificielle / Machine Learning, Robotique",https://careers.stereolabs.com/o/ingenieur-deep-learning-3d-computer-vision-2-6,2024/01/18,"Stereolabs est la scaleup leader des solutions de vision 3D destinées aux domaines de la robotique et de l'industrie. Nos solutions reproduisent le fonctionnement de la vision humaine. Elles combinent computer vision 3D et deep learning pour permettre aux machines et espaces de percevoir le monde en 3D et d’interagir avec les personnes de façon intelligente.Basée à Paris et San Francisco, Stereolabs est en forte croissance, avec des caméras 3D utilisées par plus de 50,000 développeurs dans le monde entier.MissionNous recherchons un Data Scientist / AI Vision pour rejoindre notre équipe au sein du département AI de Stereolabs. En tant que membre clé de notre équipe, vous serez responsable de développer et d'implémenter des algorithmes d'intelligence artificielle pour notre technologie de vision par ordinateur. Vos missions:Suivre l'état de l'art, implémenter et entraîner des réseaux et algorithmes de perception et de reconstruction 3D.Créer et analyser les données nécessaires à l’entraînement et l’évaluation, notamment en utilisant des outils de simulation photo-réaliste.",Undetermined,data science,Welcome to the Jungle
Data Scientist - 3D Motion Tracking,"Salaire :
Non spécifié",STEREOLABS,CDI,Paris,"Logiciels, Intelligence artificielle / Machine Learning, Robotique",https://careers.stereolabs.com/o/data-scientist-ai-vision-2,2024/01/18,"Stereolabs est la scaleup leader des solutions de vision 3D destinées aux domaines de la robotique et de l'industrie. Nos solutions reproduisent le fonctionnement de la vision humaine. Elles combinent computer vision 3D et deep learning pour permettre aux machines et espaces de percevoir le monde en 3D et d’interagir avec les personnes de façon intelligente.Basée à Paris et San Francisco, Stereolabs est en forte croissance, avec des caméras 3D utilisées par plus de 50,000 développeurs dans le monde entier.MissionNous recherchons un Data Scientist pour rejoindre notre équipe au sein du département AI de Stereolabs. En tant que membre clé de notre équipe, vous serez responsable de développer et d'implémenter des réseaux d'estimation de pose humaine 2D/3D pour nos applications de Motion Tracking dans différentes industries. Vos missions:Suivre l'état de l'art, implémenter et entraîner des réseaux d'estimation de pose humaine 2D/3D temps réels.Optimiser les datas, architecture et feature backbones pour créer des réseaux plus performants que l'état de l'art.",Undetermined,data science,Welcome to the Jungle
Stage - Data Scientist H/F,"Salaire :
Non spécifié",JCDECAUX,Stage,Neuilly-sur-Seine,"Marketing / Communication, Publicité",https://recrutement.jcdecaux.fr/fr/annonce/2621493-stage-data-scientist-hf-92200-neuilly-sur-seine?s_b=Acun&s_o=WelcometotheJungle,2024/01/18,"Au sein de la Direction DataCorp., chargée de l'exploitation et de la valorisation des données à travers le groupe, nous recherchons un Data Scientist Intern (H/F) pour intégrer une équipe dynamique en forte croissance composée de Data Scientists, Data Engineers, Product Owners, DevOps et Full Stacks.Au quotidien vous serez amené à :·        Désigner et créer des algorithmes, construire des modèles, prototyper les solutions imaginées sur des données hétérogènes et mondiales ;·        Travailler en équipe avec les Data Scientists de la Direction Data ;·        Identifier de nouvelles sources de données pertinentes, proposer des use cases innovants ;·        Interagir étroitement avec les Data Engineers de la Direction Data et de la DSI pour l'intégration, mise en production des outils et algorithmes ;·        Développer vos prototypes directement sur notre plateforme Big Data et aurez la responsabilité technique des projets.·        Vous aurez la chance de participer à la mise en place de cette Direction, et interviendrez sur l'ensemble de la chaine Data à nos côtés.",Undetermined,data science,Welcome to the Jungle
Data Scientist Senior H/F,"Salaire :
Non spécifié",JCDECAUX,CDI,Neuilly-sur-Seine,"Marketing / Communication, Publicité",https://recrutement.jcdecaux.fr/fr/annonce/2697645-data-scientist-senior-hf-92200-neuilly-sur-seine?s_b=Acun&s_o=WelcometotheJungle,2024/01/18,"Au sein de la nouvelle Direction Data, chargée de l'exploitation et de la valorisation des données à travers le groupe, nous recherchons un Senior Data Scientist (H/F) pour intégrer une équipe dynamique en forte croissance composée de Data Scientists, Data Engineers, Product Owners, DevOps et Full Stacks.Au quotidien vous serez amené à :-Désigner et créer des algorithmes, construire des modèles, prototyper les solutions imaginées sur des données hétérogènes et mondiales ;-Travailler en équipe avec les Data Scientists de la Direction Data ;-Identifier de nouvelles sources de données pertinentes, proposer des use cases innovants ;-Interagir étroitement avec les Data Engineers de la Direction Data et de la DSI pour l'intégration, mise en production des outils et algorithmes ;-Développer vos prototypes directement sur notre plateforme Big Data et aurez la responsabilité technique des projets.-Vous aurez la chance de participer à la mise en place de cette Direction, et interviendrez sur l'ensemble de la chaine Data à nos côtés.",Undetermined,data science,Welcome to the Jungle
Senior Data Scientist (H/F),"Salaire :
Non spécifié",BELIEVE,CDI,Paris,Musique,https://jobs.smartrecruiters.com/Believe/743999952944293-senior-data-scientist-h-f-?oga=true&sid=9fa97eed-f39f-400a-9fc4-128b3ed356c4,2024/01/18,"Deux rôles sont à pourvoir au sein du Data Office, pôle d'expertise data de Believe regroupant les activités de data management, data engineering, data science, d'architecture et de data translation. Vous travaillerez sur les nouveaux modèles de données afin de comprendre et aider nos artistes / labels à se développer et à optimiser les processus internes via la création de produits data science. Vous interviendrez de la définition du besoin business à la restitution des résultats aux équipes métiers. Votre rôle consistera à réinventer la manière dont Believe utilise et restitue la data en vue de proposer des recommandations pertinentes à nos clients ou à nos équipes internes. Voici à quoi ressembleront vos journées :Transformer les hypothèses business en modèles statistiques permettant l’aide à la décision et aux recommandations stratégiquesLa mise en place de modèles statistiques / machine learning permettant l'aide à la décision sur la chaîne de valeur de Believe de la création à la mise en production des modèles (sales, marketing, développement d’audience, opérations…)",Undetermined,data science,Welcome to the Jungle
Data Scientist (H/F),"Salaire :
42K à 55K €",GROUPE SII,CDI,La Défense,IT / Digital,https://sii-group.com/fr-FR/offers/data/data-scientist-hf?source=WelcomeToTheJungle,2024/01/18,"Activité en pleine expansion au sein du Groupe SII, nous sommes à la recherche de plusieurs profils de data scientist afin d’intervenir dans différents secteurs, Banque, Energie ou encore retail.Vos missionsIndustrialiser les modèles existants (Python, Git, Bitbuckets, Testing,…)Faire évoluer les modèles existants (Python)Traitement de données : Collecter, nettoyer les donnéesDéveloppement de nouveaux modèles : Concevoir, développer et mettre en œuvre des modèlesAmélioration des performances : Optimiser les modèles pour améliorer la précision et l'efficacité de l'extractionVotre profil :Formation d’ingénieur ou bac +5 informatique vous avez des connaissances en modélisation et machine learning acquises lors de vos premières missions, disposez d’un minimum de 4 ans d’expériences, vous avez de bonnes connaissances en Python.Vous êtes reconnu(e) pour votre autonomie, votre excellent relationnel et votre capacité à être force de proposition.",Undetermined,data science,Welcome to the Jungle
Data Analyst / Data Scientist Intern,"Salaire :
Non spécifié",AIRCALL,Stage,Paris,"SaaS / Cloud Services, Electronique / Télécommunications",https://jobs.lever.co/aircall/fc93b016-93c9-4afa-a4be-debf5a21789d/apply?lever-origin=applied&lever-source%5B%5D=wttj,2024/01/18,"Aircall is a place where voices are valued.Backed by over $220 million of investment since 2015, we create technology that fuels accessible, transparent and collaborative communication to empower our base of 18,000+ customers (and growing) to make authentic, human connections.Conversation is a cornerstone of our culture. Wherever our people find themselves in the Aircall world – Paris, New York, Sydney, Madrid, London, Berlin, or at home – everyone has a voice that is valued.Whatever your background, wherever you’re from – we want you to join the conversation. Let’s talk.Aircall is recruiting a Data Analyst / Data Scientist intern from April 2024 for a 6-month period. The central data team is an organization-enabler aiming at systematizing data-driven decisions within Aircall. It plays a key role in impacting product development and business growth by delivering data products, tools and actionable insights. You will have to work cross-functionally with the teams that fuel the company revenue such as Sales, Finance, Product, Marketing and Customer Relations and translate their data needs into valuable solutions.  We are looking for someone with a strong business sense and an interest in data analytics and data science.Your mission @ Aircall!",Undetermined,data science,Welcome to the Jungle
Data Scientist,"Salaire :
Non spécifié",ARTEFACT,CDI,Paris,"Intelligence artificielle / Machine Learning, Digital Marketing / Data Marketing",https://boards.greenhouse.io/artefact/jobs/4127312002,2024/01/18,"Who we areArtefact is a new generation of a data service provider, specialising in data consulting and data-driven digital marketing, dedicated to transforming data into business impact across the entire value chain of organisations. We are proud to say we’re enjoying skyrocketing growth.Our broad range of data-driven solutions in data consulting and digital marketing are designed to meet our clients’ specific needs, always conceived with a business-centric approach and delivered with tangible results. Our data-driven services are built upon the deep AI expertise we’ve acquired with our 1000+ client base around the globe.We have 1000 employees across 20 offices who are focused on accelerating digital transformation. Thanks to a unique mix of company assets: State of the art data technologies, lean AI agile methodologies for fast delivery, and cohesive teams of the finest business consultants, data analysts, data scientists, data engineers, and digital experts, all dedicated to bringing extra value to every client.What you will be doing: Key responsibilitiesAs a Junior Data Scientist, your role will encompass:Conducting ambitious projects in the transformation of clients through data",Undetermined,data science,Welcome to the Jungle
