Title,Salary,Company,Contract,Location,Sector,Url,Date,Description,Duration,Keyword,Site
Data Scientist Intern (German Speaker),"Salaire :
Non spécifié",QANTEV,Stage,Paris,"Intelligence artificielle / Machine Learning, FinTech / InsurTech, SaaS / Cloud Services",https://www.welcometothejungle.com/fr/companies/qantev/jobs/data-scientist-intern-german-speaker_paris?q=d9d8f2723522f85e814a23fb0a13b608&o=c827ec70-bc12-4ff6-be44-ba33479b5bb8,2023/12/19,"Your roleAs a member of the data science team, and working alongside our technical experts, you will be able to:Understand health data and healthcare economy dynamics.Improve our OCR pipeline deployed on insurance claims data.Work on our NLP pipelines for medical coding inference and sentiment analysis on hospital reviews.Enhance our fraud detection machine learning models.Scale our proprietary patient journey optimizer based on state-of-the-art optimal transport.Implement and optimize the associated algorithms.Find and implement the best ways to test and deploy our machine learning models at scale.Continuously provide ideas to improve the solution.Integrate this in our awesome python/pytorch/react/postgresql/django stack.",4 à 6 mois,data science,Welcome to the Jungle
Data Scientist (Native German Speaker),"Salaire :
Non spécifié",QANTEV,CDI,Paris,"Intelligence artificielle / Machine Learning, FinTech / InsurTech, SaaS / Cloud Services",https://www.welcometothejungle.com/fr/companies/qantev/jobs/data-scientist-native-german-speaker_paris?q=d9d8f2723522f85e814a23fb0a13b608&o=b994995f-6b4c-4104-b4b1-25ae3891e3ed,2023/12/19,"What would you be doingAs a member of the data science team, alongside our technical experts, you will be able to:Understand health data and healthcare insurance dynamics.Improve our OCR pipeline deployed on insurance claims data.Work on our NLP pipelines for medical coding inference and patient journey analysis.Enhance our fraud detection machine learning models.Scale our proprietary patient journey optimizer based on state-of-the-art optimal transport.Supervise the implementation and optimization of associated algorithms.Think about the best ways to test and deploy our machine learning models at scale.Continuously provide ideas to improve the solution.Integrate this in our awesome python/pytorch/react/postgresql/django stack.Participate to client meetings and workshops around data science deployment projects.Scope clients needs and feedback and translating them to achievable data science tasks.",Undetermined,data science,Welcome to the Jungle
Stage Data science : méthodes de maintenance prédictive F/H,"Salaire :
Non spécifié",MBDA FRANCE,Stage,Bourges,"Cybersécurité, Aéronautique / Spatiale",https://jobstats.robopost.com/count/clic.php?v=1376741&j=2355&external_ats_id=13811,2023/12/19,"Au sein de la Direction des Opérations en PMEE (Production Mécanique et Equipements Electromécaniques), vous êtes intégré(e) au service « Maintenance » en charge de garantir la disponibilité et les performances des équipements dans la durée. Intégrez la Direction qui, tout au long du cycle de développement, conçoit, fabrique et teste nos systèmes de missiles, ainsi que les équipements associés !   Objectif du stage :Utiliser les données de machines de production récoltées et traitées, améliorer les modèles et la stratégie existante de diagnostic et de pronostic des défaillances, afin de mettre en place une méthodologie de maintenance prédictive transformant le Proof Of Concept (POC) existant en Proof Of Value (POV). Grâce à vos compétences, vous vous positionnez en tant que chef de projet stagiaire et vous : Utilisez le bilan réalisé en 2023 permettant de statuer sur les résultats (en définissant un standard des grandeurs suivies, de l’instrumentation, des défaillances, dérives et lois d’usure), les protocoles de contrôle et les critères d’acceptation ; Analysez les données et développez des modèles de diagnostic de défaillance (Réseau de neurones, Auto-Encodeur, Random Forest, ACP, …) ; ",Undetermined,data science,Welcome to the Jungle
Consultant Data - stage - Paris,"Salaire :
Non spécifié",SOLSTICE LAB,Stage,Paris,IT / Digital,https://www.welcometothejungle.com/fr/companies/solstice-lab/jobs/consultant-data-stage-paris_paris?q=d9d8f2723522f85e814a23fb0a13b608&o=8a7358bf-8119-4d97-949e-f2e1dbc9e7ef,2023/12/18,"Vous accompagnerez les entreprises dans leur transformation en intervenant dans le développement d’applications innovantes pour un large panel de secteurs et de métiers :Automatisation de process financier pour une société de services ;Analyse de l’efficacité d’un processus de recrutement ;Développement de tableaux de bord pour une banque d’investissement ;Développement d’une solution de traitement automatisé de documents pour une société de courtage en crédit immobilier…Vous apprendrez à maîtriser les technologies SQL (bases de données), Power BI (Data visualisation), Python (algorithmes). En mission, vous serez autonome sur votre périmètre et pourrez développer vos compétences grâce au suivi et au mentoring de l’associé qui vous encadrera. Vous serez en contact régulier avec le client. Les missions durent en général de 2 à 6 mois.",6 mois,data science,Welcome to the Jungle
STAGE - Data Scientist F/H/NB,"Salaire :
Non spécifié",CEGID,Stage,Boulogne-Billancourt,"Logiciels, IT / Digital, SaaS / Cloud Services",https://www.aplitrak.com/?adid=RnJhbmNlLjMzNDM3LjkzODBAY2VnaWQuYXBsaXRyYWsuY29t,2023/12/18,"Intégré à l'équipe Data Science, placée sous la direction de Pedro Valle, vous contribuerez à des projets transverses offrant un soutien à l'ensemble des BU.En tant que Data Scientist, vos missions consisteront à :Collaborer avec les équipes métier pour identifier des opportunités d'optimisation grâce à l'analyse de données.Faciliter l'utilisation de la donnée et apporter une assistance selon les besoinsParticiper à l'amélioration continue des processus analytiques.Générer des rapports sur les activités de nettoyage des données et les résultats obtenus.",6 mois,data science,Welcome to the Jungle
Data Scientist - Alternance,"Salaire :
Non spécifié",SPARKLING PARTNERS,Alternance,Lille,"Objets connectés, Digital, Accompagnement d'entreprises",https://www.welcometothejungle.com/fr/companies/sparkling-partners/jobs/data-scientist-alternance_lille?q=d9d8f2723522f85e814a23fb0a13b608&o=182d0ea4-014c-4ce5-9c2c-34dc7e06213a,2023/12/18,"La société SOLSIUS créée par le start-up studio Sparkling Partners a pour mission de développer et commercialiser un dispositif e-santé innovant de télésurveillance visant à améliorer le quotidien des 60 millions de personnes atteintes de diabète en Europe.Le poste permet de participer à la conception et au développement de la solution algorithme de génération d’alerte basée sur les données patients collectées. Cette opportunité vous permettra d’acquérir une expérience concrète dans le milieu médical et de contribuer à la création d’une société innovante.Vous évoluerez dans un contexte entrepreneurial et serez rattaché au co-fondateur de SOLSIUS en charge du développement du produit.Vos missions au quotidien seront les suivantes :Etat de l’art : Analyse et veille sur la bibliographique et la littérature existantes sur le traitement des données en lien avec les complications de la pathologie du projetCollecte et nettoyage des données : Rassembler des données pertinentes à partir de différentes sources, puis traiter et nettoyer les données pour éliminer les valeurs aberrantes, les erreurs, et s’assurer de leur qualité et fiabilité.Exploration des données: Effectuer des analyses exploratoires pour comprendre la nature des données, identifier des tendances, les patterns, des motifs ou des anomalies.",12 mois,data science,Welcome to the Jungle
Data Scientist F/H,"Salaire :
Non spécifié",ONEY,CDI,Croix,"Banque, FinTech / InsurTech",https://www.aplitrak.com/?adid=b25leWZyYW5jZS4xMTM5NS45MzgwQGJwY2UuYXBsaXRyYWsuY29t,2023/12/15,"Être « Data Scientist F/H » chez Oney, pourquoi c'est mieux ?Plus qu'un poste…une mission pour vous ! Et quelle mission !Positionner la Data Science au cœur des projets d'entreprise afin de développer le business et de garantir la maîtrise du Risque de crédit sont les raisons d'être de notre Direction Data & Risques.Acteur complémentaire et indispensable du département Scores & Data Science, nous vous proposons d'être un créateur de valeur rapide pour l'entreprise par l'exploitation avancée de données variées dans des modèles très variés de type ML notamment.Voici vos principales missions :Vous résolvez des problématiques identifiées par la création et la maintenance des outils de Scoring Risque et MarketingVous vous assurez de leur performance et de leur stabilité dans des cadres de construction réglementaire et de la gouvernance interne définieVous êtes responsable de la méthode de construction et de proposer des optimisations ou évolutions nécessaires par des éclairages méthodiques et argumentés",Undetermined,data science,Welcome to the Jungle
Data Scientist Senior,"Salaire :
Non spécifié",CLARAVISTA,CDI,Paris,"Intelligence artificielle / Machine Learning, Digital Marketing / Data Marketing, Stratégie, Big Data",https://www.welcometothejungle.com/fr/companies/claravista/jobs/data-scientist-senior_paris_CLARA_4m48lPW?q=d9d8f2723522f85e814a23fb0a13b608&o=d6992a74-35ce-4183-8f20-820a199560ba,2023/12/14,"En tant que Data Scientist Senior, vous portez de manière autonome, au sein d’une équipe multi-profils, des parties importantes du projet. Vous participez à la structuration de la problématique du client avec le reste de l’équipe, vous prenez le lead sur la conception de l’approche analytique la plus pertinente, vous la mettez en œuvre et analysez les résultats. Vous êtes en première ligne pour la présentation des résultats à nos clients, et êtes capable d’en déduire et présenter les enseignements business au-delà des résultats purement data. Dans le cadre de vos projets ou lors de sessions de formation spécifiques, vous formez les data analyst plus juniors que vous.Les problématiques types sur lesquelles vous pourrez travailler sont l’élaboration de segmentations clients, le développement d’algorithmes de personnalisation plus performants que les algorithmes « sur-étagère » existants, la modélisation des parcours clients ou de leur valeur future, la modélisation de la performance des actions marketing ou de la sensibilité au prix, la prévision de vente ou la détection de fraudes.Vous travaillerez sur 2 à 3 projets clients en parallèle dans un environnement international, au sein d’équipes ClaraVista de 4 à 5 personnes, et en contact étroit dans vos interlocuteurs clients.En parallèle de ces projets, vous contribuerez à la R&D interne de ClaraVista en développant et testant de nouvelles approches.Notre ambition est de vous offrir un développement personnel et professionnel rapides, sur votre expertise data, sur votre compréhension des enjeux business, et sur votre capacité à prendre en charge de manière de plus en autonome des problématiques complexes.",Undetermined,data science,Welcome to the Jungle
Stage - Data Scientist,"Salaire :
1K à 1,5K € par mois",CLARAVISTA,Stage,Paris,"Intelligence artificielle / Machine Learning, Digital Marketing / Data Marketing, Stratégie, Big Data",https://www.welcometothejungle.com/fr/companies/claravista/jobs/stage-data-scientist_paris_CLARA_61Gzoqq?q=1146614a1ec0c16819cd2eda1b4fbe99&o=8c8f6422-648d-4545-8147-87613e9b5ebf,2023/12/14,"Rejoignez nous pour 6 mois (stage de fin d’étude ou césure) en tant que Data scientist et découvrez nos approches concrètes pour dégager des recommandations business pragmatiques et innovantes grâce à la data. En tant que membre à part entière de l’équipe projet, vous participerez à la conception de l’approche analytique la plus pertinente, vous la mettrez en œuvre et analyserez les résultats.Exemples de mission :Elaborer une segmentation clients à partir des différentes données récoltées sur les clients (tickets de caisse, informations fiches clients, historique de navigation, …) afin de mettre en place des actions personnalisées (NSL personnalisées, offres promo, récompenses top clients,…)Développer des algorithmes de personnalisation plus performants que les algorithmes « sur-étagère » existantsModéliser les parcours clients ou leur valeur future (CLV) selon l’historique d’achats; quels sont les parcours d’achats naturels des clientsModéliser la performance des actions marketing ou la sensibilité au prix, la prévision de vente ou la détection de fraudesVous travaillerez sur 2 à 3 projets clients en parallèle dans un environnement international, au sein d’équipes de 4 à 5 personnes, et serez en contact avec vos interlocuteurs client (directeurs marketing, CRM, CEO, …). En parallèle de ces projets, vous pourrez aussi contribuer à la R&D interne de ClaraVista en développant et testant de nouvelles approches.",4 à 6 mois,data science,Welcome to the Jungle
Data Scientist,"Salaire :
Non spécifié",CLARAVISTA,CDI,Paris,"Intelligence artificielle / Machine Learning, Digital Marketing / Data Marketing, Stratégie, Big Data",https://www.welcometothejungle.com/fr/companies/claravista/jobs/data-scientist_paris?q=1146614a1ec0c16819cd2eda1b4fbe99&o=00d18407-e5e2-4291-9f7e-e98318a55be8,2023/12/14,"En tant que Data Scientist, vous êtes au cœur des projets ClaraVista, au sein d’une équipe multi-profils. Vous participez à la structuration de la problématique du client avec le reste de l’équipe, vous contribuez à la conception de l’approche analytique la plus pertinente, vous la mettez en œuvre, analysez et présentez les résultats. Vous participez aussi à l’interprétation de ces résultats pour en dégager des recommandations business pragmatiques et innovantes.Les problématiques types sur lesquelles vous pourrez travailler sont l’élaboration de segmentations clients, le développement d’algorithmes de personnalisation plus performants que les algorithmes « sur-étagère » existants, la modélisation des parcours clients ou de leur valeur future, la modélisation de la performance des actions marketing ou de la sensibilité au prix, la prévision de vente ou la détection de fraudes.Vous travaillerez sur 2 à 3 projets clients en parallèle dans un environnement international, au sein d’équipes ClaraVista de 4 à 5 personnes, et en contact étroit avec vos interlocuteurs clients.En parallèle de ces projets, vous pourrez aussi contribuer à la R&D interne de ClaraVista en développant et testant de nouvelles approches.Notre ambition est de vous offrir un développement personnel et professionnel rapides sur votre expertise data, mais aussi sur votre compréhension des enjeux business.",Undetermined,data science,Welcome to the Jungle
IMA PROTECT - Data Product Owner H/F,"Salaire :
40K à 45K €",IMA PROTECT,CDI,Nantes,"Objets connectés, Santé, Services à la personne",http://app.mytalentplug.com/redirection.aspx?ojid=lJ8UbAKi6RofEXW6anqvvg==,2023/12/14," Rejoignez-nous vite en tant que Data Product Owner F/H !Rattaché à la Direction des Systèmes d'Informations d'IMA PROTECT vous piloterez les projets Data et Décisionnels :Vous êtes le garant du système d'informations décisionnelles et de l'évolution de l'architecture BI,Vous contribuez à l'élaboration de la stratégie Data de l'entreprise et pilotez la roadmap Data,Vous animez les ateliers pour construire les indicateurs avec les équipes opérationnelles de l'entreprise,Vous réalisez l'analyse, les spécifications fonctionnelles et techniques,Vous pilotez le développement de la chaîne d'alimentation BI (des données sources aux jeux de données),Vous participez à la mise en oeuvre des projets Data du Plan Stratégique Groupe,Vous accompagnez et formez les utilisateurs dans la création des tableaux de bord, rapports...,Vous êtes garant du maintien en condition opérationnelle et de la performance des solutions en place,Vous réalisez une veille technologique sur le sujet de la DATA et proposez/ réalisez des POC.",Undetermined,data science,Welcome to the Jungle
Data Scientist (H/F),"Salaire :
Non spécifié",CRÉDIT LOGEMENT,CDI,Paris,"Banque, Immobilier particulier",https://www.welcometothejungle.com/fr/companies/credit-logement/jobs/data-scientist-h-f_paris_CL_1y7eKLP?q=1146614a1ec0c16819cd2eda1b4fbe99&o=5efe3d1f-5f13-4b15-bfec-08bad3f607fb,2023/12/14,"Vous intégrez le Service Modélisation et Prévision (SMP) dans la Direction du Risque et des Modèles de garantie (DRM).Le Service :est en charge du modèle de notation interne utilisé pour le calcul du besoin en fonds propres dans le cadre de la règlementation prudentielle d’effet équivalent à CRD4/CRR (Bâle 3) à laquelle est soumise Crédit Logement.réalise des études de modélisation des risques et de modélisation globale des grands équilibres financiers de l’entreprise et de prévision.effectue, pour Crédit Logement ou ses partenaires bancaires, des études et des reportings sur le risque de crédit des opérations du portefeuille de garanties, en assure le suivi régulier ou ponctuel.Les missionsLes missions s’inscrivent dans les missions générales du service.Vous êtes en charge :Des études d’évolution et de monitoring du modèle de notations internes du risque de crédit ;De l’actualisation régulière des reportings récurrents avec respect des délais de livraison ;",Undetermined,data science,Welcome to the Jungle
Data Scientist (Internship),"Salaire :
Non spécifié",WIREMIND,Stage,Paris,"Logiciels, Mobilité, SaaS / Cloud Services",https://www.welcometothejungle.com/fr/companies/wiremind/jobs/data-scientist-internship_paris?q=1146614a1ec0c16819cd2eda1b4fbe99&o=2b3a6f0f-04e7-4714-a227-30959118c5b0,2023/12/13,"CONTEXTAt Wiremind, the Data Science team is responsible for the development, monitoring and evolution of all ML-powered forecasting and optimization algorithms in use in our Revenue Management systems. Our algorithms are divided in 2 parts:A modelling of the unconstrained demand using ML models (e.g. deep learning, boosted trees) trained on historical data in the form of time-seriesConstrained optimizations problems solved using linear programming techniquesThe team is now entering a scaling phase where we will face the challenge to stay agile in terms of innovation while supporting and closely monitoring deployed algorithms.This rapid growth comes with a multiplication of data sources and deployed predictive models. In order to maintain high prediction accuracies and ascertain data quality, we are looking for a highly motivated data scientist intern to join our team.WHAT YOU WILL DOYou will be joining a team shaped to have all profiles necessary to constitute an autonomous departement (devops, software and data engineering, data science, AIML, operational research).",4 à 6 mois,data science,Welcome to the Jungle
"Data Scientist Finance, Risque et Performance (H/F) – CDI – Paris",Télétravail occasionnel,QUADRATIC,CDI,"Salaire :
Non spécifié","Intelligence artificielle / Machine Learning, Digital Marketing / Data Marketing, FinTech / InsurTech",https://www.welcometothejungle.com/fr/companies/quadratic-fr/jobs/data-scientist-finance-risque-et-performance-h-f-cdi-paris_paris?q=1146614a1ec0c16819cd2eda1b4fbe99&o=fd1c278b-1fa6-4dbc-826c-a47196babc6b,2023/12/13,"Nous recherchons des consultant(e)s Data Scientist - Data Analyst Senior pour pouvoir répondre aux besoins d’accompagnement de nos clients, et plus particulièrement leurs directions financières, dans leur transformation en leur proposant une approche Data Driven plus granulaire et plus transverse au serviceDu pilotage de la performanceDe la rationalisation des investissementsDe l’optimisation des processusEt de la gestion des risques.Votre expertise en analyse quantitative (pour développer les modèles) et vos compétences métier (pour en garantir l’interprétation et la pertinence) sont la clef pour le développement des solutions digitales et data que nous mettons en place pour accompagner la transformation de nos clients.",Undetermined,data science,Welcome to the Jungle
Data Scientist F/H,"Salaire :
Non spécifié",ONEY,CDI,Croix,"Banque, FinTech / InsurTech",https://www.aplitrak.com/?adid=b25leWZyYW5jZS4wMjIyOS45MzgwQGJwY2UuYXBsaXRyYWsuY29t,2023/12/08,"Être « Data Scientist F/H » chez Oney, pourquoi c'est mieux ?Plus qu'un poste…une mission pour vous ! Et quelle mission !Positionner la Data Science au cœur des projets d'entreprise afin de développer le business et de garantir la maîtrise du Risque de crédit sont les raisons d'être de notre Direction Data & Risques.Acteur complémentaire et indispensable du département Scores & Data Science, nous vous proposons d'être un créateur de valeur rapide pour l'entreprise par l'exploitation avancée de données variées dans des modèles très variés de type ML notamment.Voici vos principales missions :Vous résolvez des problématiques identifiées par la création et la maintenance des outils de Scoring Risque et MarketingVous vous assurez de leur performance et de leur stabilité dans des cadres de construction réglementaire et de la gouvernance interne définieVous êtes responsable de la méthode de construction et de proposer des optimisations ou évolutions nécessaires par des éclairages méthodiques et argumentés",Undetermined,data science,Welcome to the Jungle
Chef de projet en data science (Data scientist) H/F,"Salaire :
Non spécifié",DIRECTION INTERMINISTÉRIELLE DE LA TRANSFORMATION PUBLIQUE,CDD / Temporaire,Paris,"Organisation / Management, Transformation, Administration publique",https://www.welcometothejungle.com/fr/companies/ditp/jobs/chef-de-projet-en-data-science-data-scientist-h-f_paris?q=1146614a1ec0c16819cd2eda1b4fbe99&o=39d6bb84-4306-4ab5-a7dc-a2870505a7f3,2023/12/06,"LES MISSIONS DE LA DITP🔔 La Direction interministérielle de la transformation publique (DITP) pilote le programme de transformation publique défini par le Gouvernement. L’enjeu est d’aider les administrations à se transformer pour améliorer leur impact dans la vie des Français.Ses équipes sont mobilisées sur trois missions clés :Assurer la mise en œuvre des politiques prioritaires du Gouvernement sur l’ensemble du territoire, jusqu’au dernier kilomètre ;Piloter l’amélioration de la qualité des services publics pour mieux servir nos concitoyens ;Accompagner les projets des administrations en mobilisant ses experts (conseil en stratégie, organisation, excellence opérationnelle, participation citoyenne, coaching, co-développement, design de services, sciences comportementales, parcours usagers, laboratoires d’innovation, France expérimentation…) et ses financements.L’objectif : des services publics toujours plus proches, plus simples et plus efficaces.➡ En savoir plus sur la DITP : https://lnkd.in/gSkm8HJ./VOTRE MISSION",6 à 36 mois,data science,Welcome to the Jungle
Data Scientist,"Salaire :
Non spécifié",ILLUIN TECHNOLOGY,CDI,La Défense,"Logiciels, Intelligence artificielle / Machine Learning, Big Data",https://www.welcometothejungle.com/fr/companies/illuin-tech/jobs/data-scientist_neuilly-sur-seine_IT_gxoGmz8?q=1146614a1ec0c16819cd2eda1b4fbe99&o=2ee14f3a-332b-4e2f-ae8a-9d35c49288fb,2023/12/06,"→ Votre missionEn tant que Data Scientist, votre rôle sera de participer à la conception et au développement de solutions de Data Science de pointe - en mode projet sur mesure ou en mode produit - à fort impact auprès de nos clients, de leurs utilisateurs et de la société.→ Vos responsabilitésContribuer techniquement à la réalisation de projets en Data Science - préparation de données, modélisation, ML Engineering et/ou déploiement - dans nos domaines d’intervention : NLP, Vision, données structuréesParticiper à la gestion du projet, à la relation client, aux choix techniques sur les projetsParticiper au développement de projets internes transverses : revues de littérature, partage d’expérience, formations, …Continuer à progresser en équipe !",Undetermined,data science,Welcome to the Jungle
Data Scientist en alternance (pour nos entreprises partenaires),"Début :
15 janvier 2024",LE WAGON,Alternance,"Salaire :
Non spécifié","Education, Formation",https://alternance.lewagon.com/formulaire-eligibilite,2023/12/05,"Le Wagon, leader mondial de la formation intensive en Data, recherche des Data Scientists en alternancepour ses entreprises partenaires. Cette offre vous permet d’intégrer le bootcamp Data Science & IA du Wagon (niveau BAC +3/4) dans le cadre d’un contrat d’apprentissage.L’alternance avec Le Wagon, ça veut dire :Rejoindre l’un des bootcamps Data les plus renommés au monde, sans débourser le moindre euro de frais de formation, pendant 3 mois.Une fois formés, intégrez l’une de nos entreprises partenaires (Accenture, Doctolib, PWC, HelloFresh, Lydia, IBM…), en tant que Data Scientist pendant 13 mois.Un vendredi sur deux, vous retrouvez vos professeurs du Wagon en ligne, pour parfaire votre formation tout au long de votre immersion en entreprise.En tant que Data Scientist, vous jouez un rôle clé dans le processus d’exploitation de la donnée. Vous traitez les données pour en dégager des modèles prédictifs répondant aux enjeux spécifiques de votre entreprise.Pour cela, vous devez :Collecter et préparer les données avec Python en vue de l’analyseExplorer et analyser les données",13 mois,data science,Welcome to the Jungle
STAGE - Ingénieur Data Science H/F - Création d'un Chatbot Scientifique,"Salaire :
Non spécifié",SIM&CURE,Stage,Montpellier,"Logiciels, Intelligence artificielle / Machine Learning, Santé",https://careers.flatchr.io/vacancy/vyja39jv4ao9lnqw-stage-ingenieur-data-science-h-f-creation-dun-chatbot-scientifique/apply?partner=67,2023/12/05,"Profil En fin de formation type ingénieur ou universitaire en science des données, les challenges liés à l’Intelligence Artificielle dans le monde médical vous motivent : chez Sim&Cure vous rejoindrez une entreprise innovante qui valorise la prise de décision. Environnement Plongé(e) dans un environnement tourné vers la pratique clinique, vous serez intégré(e) à la division « Data Science». Dans les missions qui vous seront confiées, vous devrez respecter la politique qualité mise en place au sein de la start-up. Mission La mission principale du stage sera de concevoir et d’évaluer les performances d’un agent conversationnel (a.k.a. chatbot) construit à partir d’un corpus d’articles scientifiques. Le stage s’articulera en 5 parties : Prise en main de la problématique étudiée Analyse de l’existant et identification des stratégies pertinentes Mise au point d’un protocole expérimental Implémentation des stratégies retenues ",Undetermined,data science,Welcome to the Jungle
Data Scientist confirmé(e) ou senior - CDI - Paris,"Salaire :
Non spécifié",ARTELYS,CDI,Paris,"Ingénieries Spécialisées, IT / Digital",https://www.welcometothejungle.com/fr/companies/artelys/jobs/data-scientist-confirme-ou-senior_paris?q=1146614a1ec0c16819cd2eda1b4fbe99&o=29706225-967b-4e7f-ae6c-5a63bb6ebfc9,2023/11/27,"Au sein d’une équipe dynamique de haut niveau, tu interviendras conjointement sur des projets de R&D et clients, centrés sur la valorisation des données, la conception et l’implémentation de méthodes de Data Science :Extraire, structurer et explorer des jeux de données bruts (potentiellement très volumineux et de sources disparates), implémenter des techniques de visualisation pour en intuiter le sens, appliquer des méthodes de consolidation afin de leur donner une structure robuste servant de base à la modélisationDéterminer et construire l’environnement d’apprentissage (variables explicatives, procédure de test/validation, critères de performances).Implémenter et tester un large spectre des solutions de modélisation (des statistiques classiques aux techniques modernes du machine learning), afin d’en exploiter la meilleure combinaisonParticiper à l’industrialisation des modèles d’intelligence artificielle en améliorant la robustesse des algorithmes, en prenant part à la phase de recette au moment de la mise en production et en implémentant les éléments de monitoring de performance des modèlesDévelopper des solutions de visualisation et d’exploitation des résultats dans un contexte opérationnel",Undetermined,data science,Welcome to the Jungle
Data Tracking & Analytics Consultant - Stage de pré-embauche - Paris - F-H,"Salaire :
1,4K € par mois",MAKING SCIENCE FRANCE,Stage,Paris,"Marketing / Communication, Publicité, AdTech / MarTech",https://www.welcometothejungle.com/fr/companies/makingscience/jobs/consultant-data-analytics-stage-paris_paris?q=1146614a1ec0c16819cd2eda1b4fbe99&o=7cdb23e0-d57e-4cc5-b519-d78391f007d9,2024/01/26,"Chez Making Science France, le rôle du Data Tracking & Analytics Consultant en stage de fin d’études est de suivre les différents projets clients en collaboration avec Alberto, Head of Analytics France :Apprendre à maîtriser la suite Google, notamment Google Analytics, GA4, GTM et Data Studio/LookerSuivi des clientsCréation de dashboards et reportings personnalisés basés sur les objectifs des clientsIdentification des assets digitaux et des structures web qui permettront les meilleures analysesCréation et implémentation de tags pour des campagnes web, email et marketingRevue de l’implémentation des codes pour des analyses qualitatives (GTM, variables et paramètres personnalisés, événements, Enhanced Ecommerce…)Revue des codes d’implémentation pour des analyses quantitatives dans les appsCréation de modèles d’attributions, de funnels, de dashboards…Développer des analyses d’utilisation sur différents supports (ordinateur, mobile, tablette)Effectuer des analyses cross-devices",4 à 6 mois,data science,Welcome to the Jungle
Management opérationnel de la DATA (H/F),"Salaire :
Non spécifié",RATP DIGITAL & INNOVATION,CDI,Paris,"Application mobile, Logiciels, Mobilité, Big Data",http://app.mytalentplug.com/redirection.aspx?ojid=OOov/vLmqt8I6HFJCp4tDw==,2024/02/03,"Quel sera votre quotidienVotre rôle sera principalement de :Animer au quotidien l’équipe en charge du front office clients pour l’intégration et la supervision des données et de leurs flux.Mettre en place (sur une durée de 2.5 ans) la nouvelle offre de service de l’équipe données de référence afin d’assurer la gouvernance de la DATA.Pour ces missions, vous vous appuierez sur une équipe de 8 personnes dont vous serez le managerPour en savoir plus, cliquez sur le lien suivant : https://www.ratp.fr/groupe-ratp />",Undetermined,data science,Welcome to the Jungle
Consultant(e) Data - Stratégie en Digital et SI (CDI - Paris - TT possible),"Salaire :
Non spécifié",TASMANE,CDI,Paris,"IT / Digital, Stratégie, Transformation",https://www.welcometothejungle.com/fr/companies/tasmane/jobs/consultant-data-strategie-en-digital-et-si-cdi-paris-tt-possible_paris?q=1146614a1ec0c16819cd2eda1b4fbe99&o=03483313-b1c5-4144-90db-3ca19020390f,2024/02/02,"Tu seras amené(e), au sein d’une équipe pluridisciplinaire, à accompagner nos clients dans leur transformation digitale, et mener des missions de conseil (compréhension rapide d’un écosystème, prise de recul, proactivité, expression écrite, etc …) en lien avec la stratégie d’entreprise du client.Avec notre équipe, tu contribueras à générer des opportunités d’analyses stratégiques et de nouveaux services autour de la donnée et du digital pour nos clients.Les thématiques d’intervention de Tasmane autours de la data sont les suivantes :Gouvernance des données ;Data architecture et cartographie ;Change data management ;Cadrage de projet data (BI, MDM, etc.) ;Aide à la définition et la mise en place de services IT et d’infrastructures liées à la data (data plateforme, etc.).",Undetermined,data science,Welcome to the Jungle
Product Owner Data Confirmé(e) ,"Salaire :
Non spécifié",KANBIOS,CDI,Paris,IT / Digital,https://www.welcometothejungle.com/fr/companies/kanbios/jobs/consultant-digital-product-owner-data-confirme_paris?q=1146614a1ec0c16819cd2eda1b4fbe99&o=f7d6ce6f-8e61-42fc-a485-4828767f81b9,2024/02/02,"Nous recherchons un(e) Consultant(e) / Product Owner Data Confirmé(e) afin de renforcer nos équipes Product, Design et Tech, et accompagner nos clients sur leurs problématiques business liées à la data.En tant que Product Owner Data vous aurez notamment la charge de :Recueillir et formaliser les besoins clients et utilisateurs afin d’aider à la définition des solutions data à mettre en place (réalisation d’ateliers et interviews) Définir la roadmap produit avec les différentes équipes (Product, design, tech)Décliner les fonctionnalités et leur structuration en rédigeant les User StoriesPrioriser les développements au sein du backlog et assurer sa mise à jourDéfinir et mettre en place de best practices autour de la data quality, data management, GDPR compliance, data lineage etc.Piloter le projet en suivant les indicateurs de performances définis en fonction des objectifs client et utilisateurIdentifier les données disponibles et collecter les données nécessaires, en conformité avec les règles de sécurité de l’informationAnalyser la data et les feedbacks clients pour favoriser la prise de décision rapide et pertinente",Undetermined,data science,Welcome to the Jungle
